company_code,best_method,mae_M3b_Damp-IPF,mae_M3_IPF,mae_M2c_ZIP-Tract,mae_M3c_Var-Damp-IPF,mae_M1b_Learned-Wt,naics_group,region,urbanicity,size_bucket,county_minority_share,acs_lodes_disagreement,has_tract_data,is_finance_insurance,is_admin_staffing,is_healthcare
CJ8912,M3 IPF,1.93,0.97,2.83,1.74,2.19,Finance/Insurance (52),Midwest,Suburban,1-99,0.0861,4.150000000000006,1,1,0,0
AP9466,M3 IPF,2.0,0.05,2.73,1.56,2.13,Finance/Insurance (52),Midwest,Suburban,1-99,0.0366,9.100000000000009,1,1,0,0
JG4795,M2c ZIP-Tract,2.45,2.89,2.32,2.9,3.03,Finance/Insurance (52),Midwest,Urban,1-99,0.2123,9.350000000000009,1,1,0,0
ET6594,M1b Learned-Wt,1.45,4.61,1.13,1.45,0.85,Finance/Insurance (52),South,Urban,1-99,0.1589,2.8900000000000006,1,1,0,0
AB2803,M3 IPF,2.05,0.32,2.37,1.64,2.12,Finance/Insurance (52),Midwest,Suburban,1-99,0.0579,6.089999999999989,1,1,0,0
T01753,M3 IPF,6.67,0.68,7.61,5.46,5.96,Finance/Insurance (52),South,Urban,1-99,0.2164,19.15,1,1,0,0
794323,M3 IPF,8.02,3.74,8.82,8.21,8.49,Finance/Insurance (52),South,Suburban,1-99,0.4272,1.9299999999999997,1,1,0,0
GM1762,M3 IPF,3.37,0.26,3.79,3.22,3.61,Finance/Insurance (52),Midwest,Urban,1-99,0.1038,1.5,1,1,0,0
CL3415,M3 IPF,1.1,1.01,2.15,1.12,1.89,Finance/Insurance (52),Midwest,Suburban,1-99,0.1003,3.269999999999996,1,1,0,0
N01883,M2c ZIP-Tract,2.35,5.08,1.5,2.16,2.46,Finance/Insurance (52),Midwest,Urban,1-99,0.2103,8.269999999999996,1,1,0,0
DJ7234,M3 IPF,7.2,2.6,8.05,7.11,7.39,Finance/Insurance (52),South,Suburban,1-99,0.3835,2.4399999999999977,1,1,0,0
AB0231,M3b Damp-IPF,1.5,3.05,1.9,1.56,1.85,Finance/Insurance (52),West,Suburban,1-99,0.0969,3.6099999999999994,1,1,0,0
BP0131,M3 IPF,6.46,2.58,7.0,6.71,6.82,Finance/Insurance (52),South,Suburban,1-99,0.4051,3.969999999999999,1,1,0,0
104455,M1b Learned-Wt,1.66,6.08,1.67,1.3,0.88,"Food/Bev Manufacturing (311,312)",West,Urban,1k-9999,0.193,2.740000000000009,1,0,0,0
BF7139,M2c ZIP-Tract,2.5,7.51,2.02,3.48,3.37,"Food/Bev Manufacturing (311,312)",South,Urban,100-999,0.1614,22.21,1,0,0,0
44410,M1b Learned-Wt,2.46,5.33,2.32,2.07,2.03,"Food/Bev Manufacturing (311,312)",South,Urban,1k-9999,0.1957,7.110000000000014,1,0,0,0
GY0196,M1b Learned-Wt,4.29,8.99,4.11,4.3,4.08,"Food/Bev Manufacturing (311,312)",Midwest,Urban,100-999,0.1726,0.14999999999999147,1,0,0,0
L42560,M3c Var-Damp-IPF,0.88,3.36,1.51,0.74,1.53,"Food/Bev Manufacturing (311,312)",South,Urban,100-999,0.4845,10.380000000000003,1,0,0,0
70165,M2c ZIP-Tract,3.72,3.52,3.45,4.31,4.51,"Food/Bev Manufacturing (311,312)",Midwest,Urban,10000+,0.3238,12.08999999999999,1,0,0,0
122957,M3c Var-Damp-IPF,1.42,1.98,1.94,0.87,1.17,"Food/Bev Manufacturing (311,312)",Northeast,Urban,1k-9999,0.0638,11.930000000000007,1,0,0,0
A51619,M3c Var-Damp-IPF,2.02,4.12,2.7,1.99,2.09,"Food/Bev Manufacturing (311,312)",South,Urban,1k-9999,0.3946,0.769999999999996,1,0,0,0
103668,M3b Damp-IPF,2.65,2.69,3.35,2.77,4.06,"Food/Bev Manufacturing (311,312)",Midwest,Urban,1k-9999,0.2342,5.25,1,0,0,0
T66081,M3b Damp-IPF,19.23,23.48,19.27,19.67,19.89,Healthcare/Social (62),Northeast,Urban,100-999,0.3612,12.480000000000004,1,0,0,1
729962,M1b Learned-Wt,2.68,5.95,2.46,2.66,2.37,Healthcare/Social (62),Midwest,Urban,100-999,0.1152,0.5899999999999892,1,0,0,1
EK6031,M3 IPF,5.69,4.67,5.71,6.37,7.02,Healthcare/Social (62),South,Urban,1k-9999,0.4843,19.990000000000002,1,0,0,1
BE2698,M3 IPF,1.72,1.01,2.51,1.58,1.96,Healthcare/Social (62),Midwest,Urban,100-999,0.0697,3.019999999999996,1,0,0,1
T01028,M3b Damp-IPF,2.33,5.34,2.71,2.53,3.42,Healthcare/Social (62),South,Urban,1k-9999,0.3745,7.650000000000006,1,0,0,1
X10113,M1b Learned-Wt,0.91,3.37,1.05,0.88,0.86,Healthcare/Social (62),Northeast,Urban,100-999,0.0903,3.8499999999999943,1,0,0,1
DX7956,M1b Learned-Wt,7.77,14.23,7.46,7.42,6.81,Healthcare/Social (62),Northeast,Urban,1k-9999,0.4394,8.149999999999991,1,0,0,1
HE5269,M3c Var-Damp-IPF,5.62,9.89,7.5,5.34,6.47,Healthcare/Social (62),West,Suburban,1-99,0.3359,19.059999999999995,1,0,0,1
GB2951,M3 IPF,0.95,0.01,1.36,0.81,1.11,Healthcare/Social (62),South,Rural,100-999,0.0152,5.160000000000011,1,0,0,1
X02058,M3b Damp-IPF,8.87,9.67,8.98,9.07,9.24,Healthcare/Social (62),South,Urban,100-999,0.455,7.609999999999999,1,0,0,1
AQ9616,M2c ZIP-Tract,14.47,19.64,14.03,14.85,14.87,Healthcare/Social (62),Northeast,Urban,100-999,0.1835,11.440000000000012,1,0,0,1
FC9246,M3c Var-Damp-IPF,0.9,5.22,1.92,0.55,1.33,Healthcare/Social (62),South,Urban,100-999,0.149,16.409999999999997,1,0,0,1
CP0846,M2c ZIP-Tract,5.42,10.9,5.36,5.96,6.2,Healthcare/Social (62),Midwest,Urban,100-999,0.2883,15.25,1,0,0,1
CH5840,M3c Var-Damp-IPF,1.69,1.7,2.94,1.24,1.92,Healthcare/Social (62),Midwest,Suburban,100-999,0.0468,15.159999999999997,1,0,0,1
A52347,M3c Var-Damp-IPF,12.02,11.35,13.0,11.29,11.94,Healthcare/Social (62),South,Urban,100-999,0.4186,20.700000000000003,1,0,0,1
EN2994,M3b Damp-IPF,3.24,8.97,3.37,3.47,3.77,Healthcare/Social (62),South,Urban,100-999,0.3061,5.600000000000001,1,0,0,1
CJ0631,M3 IPF,5.26,1.99,6.26,4.22,4.61,Healthcare/Social (62),Northeast,Urban,100-999,0.168,31.800000000000004,1,0,0,1
M69189,M3b Damp-IPF,7.9,8.87,8.36,8.1,8.33,Healthcare/Social (62),South,Urban,100-999,0.4438,8.729999999999997,1,0,0,1
104131,M2c ZIP-Tract,4.17,9.16,3.66,4.22,4.02,Healthcare/Social (62),Midwest,Urban,1k-9999,0.2064,0.7999999999999972,1,0,0,1
5168,M1b Learned-Wt,8.21,13.42,8.2,8.01,7.84,Healthcare/Social (62),Midwest,Urban,1k-9999,0.2263,1.8100000000000023,1,0,0,1
CJ8394,M3b Damp-IPF,2.54,7.93,3.7,2.58,2.94,Healthcare/Social (62),South,Urban,1k-9999,0.3224,5.250000000000007,1,0,0,1
FA1765,M1b Learned-Wt,3.04,6.94,3.29,2.58,2.46,Healthcare/Social (62),West,Urban,100-999,0.243,2.3100000000000023,1,0,0,1
FU2936,M3c Var-Damp-IPF,3.62,6.86,5.42,2.71,3.92,Information (51),West,Urban,1k-9999,0.4375,4.149999999999999,1,0,0,0
CZ0326,M1b Learned-Wt,3.55,10.0,3.35,2.77,2.14,Information (51),South,Urban,100-999,0.4096,11.369999999999997,1,0,0,0
141258,M1b Learned-Wt,8.56,12.33,7.74,8.65,7.68,Information (51),Midwest,Urban,10000+,0.1611,2.3799999999999955,1,0,0,0
GT7395,M3c Var-Damp-IPF,2.79,6.69,4.47,2.63,4.11,Information (51),West,Urban,100-999,0.4375,4.149999999999999,1,0,0,0
DH0058,M3c Var-Damp-IPF,3.89,4.89,5.78,2.96,3.99,Information (51),West,Urban,1k-9999,0.2523,22.669999999999995,1,0,0,0
B46306,M3b Damp-IPF,3.44,3.85,4.42,3.45,4.3,Information (51),Midwest,Urban,1k-9999,0.2883,0.5100000000000051,1,0,0,0
R53865,M3c Var-Damp-IPF,2.75,6.73,5.67,2.0,3.69,Information (51),West,Urban,1k-9999,0.2974,18.160000000000004,1,0,0,0
R00563,M3c Var-Damp-IPF,2.95,6.74,5.02,2.33,4.18,Information (51),West,Urban,1k-9999,0.4615,1.75,1,0,0,0
GL0214,M3 IPF,0.41,0.01,0.81,0.38,1.02,Information (51),West,Rural,100-999,0.0369,2.069999999999993,1,0,0,0
T51281,M1b Learned-Wt,12.79,14.75,12.19,12.07,11.04,Information (51),South,Urban,1k-9999,0.366,3.5800000000000054,1,0,0,0
X39959,M3c Var-Damp-IPF,3.3,8.0,5.23,2.25,3.53,Information (51),West,Urban,10000+,0.4615,1.75,1,0,0,0
M12595,M2c ZIP-Tract,10.68,12.26,10.27,10.61,10.5,Metal/Machinery Mfg (331-333),Northeast,Urban,1k-9999,0.059,0.4199999999999875,1,0,0,0
T64878,M3 IPF,1.72,1.57,2.25,1.73,2.23,Metal/Machinery Mfg (331-333),Midwest,Urban,100-999,0.1274,3.039999999999992,1,0,0,0
FD5087,M3 IPF,5.22,2.64,5.47,4.91,5.01,Metal/Machinery Mfg (331-333),South,Urban,100-999,0.1762,2.6400000000000006,1,0,0,0
EP4196,M3b Damp-IPF,0.81,1.9,2.16,1.38,2.84,Metal/Machinery Mfg (331-333),Midwest,Urban,100-999,0.1805,12.530000000000001,1,0,0,0
JX8828,M2c ZIP-Tract,3.05,4.8,2.99,3.57,3.81,Metal/Machinery Mfg (331-333),South,Urban,100-999,0.2816,14.340000000000003,1,0,0,0
CQ2199,M3b Damp-IPF,1.63,2.02,2.63,2.12,2.92,Metal/Machinery Mfg (331-333),Northeast,Urban,100-999,0.1924,11.239999999999995,1,0,0,0
CE2204,M1b Learned-Wt,5.2,5.43,2.11,5.2,1.87,Metal/Machinery Mfg (331-333),Northeast,Urban,100-999,0.1924,9.649999999999991,1,0,0,0
DU4312,M3 IPF,1.41,0.72,1.78,1.13,1.43,Metal/Machinery Mfg (331-333),Northeast,Suburban,100-999,0.0419,4.990000000000009,1,0,0,0
D14620,M3c Var-Damp-IPF,3.06,5.77,2.09,1.75,2.45,Metal/Machinery Mfg (331-333),Midwest,Urban,100-999,0.3238,20.61,1,0,0,0
100491,M3c Var-Damp-IPF,1.74,3.18,2.11,1.59,1.8,Metal/Machinery Mfg (331-333),Midwest,Urban,10000+,0.1437,1.4299999999999926,1,0,0,0
GY0125,M1b Learned-Wt,6.39,9.13,6.08,6.09,5.97,Metal/Machinery Mfg (331-333),West,Urban,1-99,0.1783,1.9599999999999937,1,0,0,0
B08375,M3 IPF,5.44,0.67,6.52,4.8,5.53,Other,South,Suburban,100-999,0.192,12.030000000000001,1,0,0,0
H02516,M1b Learned-Wt,9.24,13.88,8.89,8.8,8.59,Other,South,Urban,1k-9999,0.3084,0.39000000000000057,1,0,0,0
P62701,M3b Damp-IPF,1.32,2.74,2.52,2.17,3.73,Other,Midwest,Urban,1k-9999,0.2405,15.14,1,0,0,0
T52753,M3b Damp-IPF,4.04,4.3,5.25,6.16,6.6,Other,South,Urban,1k-9999,0.4845,30.439999999999998,1,0,0,0
L42095,M3 IPF,4.09,1.14,4.81,3.6,4.04,Other,Midwest,Urban,100-999,0.1437,8.909999999999997,1,0,0,0
112075,M1b Learned-Wt,5.52,10.17,5.2,4.75,4.32,Other,Northeast,Urban,10000+,0.3612,7.18,1,0,0,0
B60814,M3 IPF,6.13,0.76,7.0,6.14,6.3,Other,South,Urban,100-999,0.2907,0.789999999999992,1,0,0,0
GU8240,M1b Learned-Wt,4.33,9.92,3.97,3.55,3.45,Other,South,Urban,1-99,0.3224,1.009999999999991,1,0,0,0
B00716,M3c Var-Damp-IPF,0.62,0.53,1.43,0.47,1.45,Other,Midwest,Suburban,100-999,0.0685,2.8299999999999983,1,0,0,0
921090,M3c Var-Damp-IPF,1.17,5.09,1.46,0.82,1.13,Other,South,Urban,1k-9999,0.2211,4.209999999999994,1,0,0,0
JI4767,M3b Damp-IPF,1.42,6.69,1.6,1.53,2.19,Other,Northeast,Urban,1k-9999,0.3612,6.329999999999991,1,0,0,0
41170,M3c Var-Damp-IPF,3.54,8.26,3.95,3.14,4.01,Other,Northeast,Urban,100-999,0.3612,7.18,1,0,0,0
EJ2679,M3b Damp-IPF,5.07,11.76,5.56,5.12,5.26,Other,South,Urban,100-999,0.3233,2.25,1,0,0,0
M14196,M3c Var-Damp-IPF,5.85,6.43,5.85,5.84,5.93,Other,Midwest,Urban,1k-9999,0.2535,12.47999999999999,1,0,0,0
JG7950,M3 IPF,6.61,1.27,7.95,6.78,7.57,Other,South,Urban,1-99,0.3084,0.39000000000000057,1,0,0,0
B49224,M1b Learned-Wt,1.83,6.72,1.44,0.99,0.66,Other,South,Urban,1k-9999,0.2475,9.959999999999994,1,0,0,0
P53860,M3 IPF,1.61,1.0,2.1,1.14,1.46,Other,Midwest,Suburban,1k-9999,0.0505,7.820000000000007,1,0,0,0
KI6873,M3 IPF,9.86,3.93,10.83,9.63,9.97,Other,South,Suburban,1-99,0.3038,4.930000000000007,1,0,0,0
91151,M1b Learned-Wt,3.93,8.65,3.2,3.7,3.2,Other,South,Urban,1k-9999,0.2794,1.0799999999999983,1,0,0,0
T58034,M3c Var-Damp-IPF,1.83,5.91,2.59,1.38,1.84,Other,South,Urban,1k-9999,0.2664,4.590000000000003,1,0,0,0
CF6246,M3 IPF,4.05,3.56,4.6,4.8,5.08,Other,South,Urban,100-999,0.3151,14.170000000000002,1,0,0,0
AL1338,M1b Learned-Wt,4.84,9.47,4.55,4.53,4.45,Other,Midwest,Urban,1k-9999,0.2038,2.9000000000000057,1,0,0,0
547797,M1b Learned-Wt,3.63,8.16,3.92,3.14,3.09,Other,South,Urban,100-999,0.2283,1.1899999999999977,1,0,0,0
G05693,M3 IPF,5.75,3.55,6.66,5.42,5.92,Other,South,Urban,1k-9999,0.3084,0.39000000000000057,1,0,0,0
ED7401,M2c ZIP-Tract,4.09,6.56,3.92,4.19,4.39,Other,South,Urban,100-999,0.4096,6.080000000000005,1,0,0,0
M00453,M1b Learned-Wt,2.92,7.85,3.1,2.22,2.21,Other,South,Urban,1k-9999,0.408,5.489999999999995,1,0,0,0
JV3446,M3c Var-Damp-IPF,3.98,9.51,4.1,3.55,3.76,Other,West,Urban,1k-9999,0.2781,15.29,1,0,0,0
BS6535,M1b Learned-Wt,3.88,10.03,3.39,3.06,2.33,Other,South,Urban,100-999,0.366,2.020000000000003,1,0,0,0
R51942,M3c Var-Damp-IPF,2.03,8.65,1.9,0.9,1.25,Other,Northeast,Urban,10000+,0.3612,7.18,1,0,0,0
T06140,M3c Var-Damp-IPF,2.16,2.12,3.43,0.99,2.06,Other,Northeast,Suburban,100-999,0.0687,22.069999999999993,1,0,0,0
82750,M2c ZIP-Tract,8.76,14.81,8.07,10.28,9.4,Other,South,Urban,10000+,0.1599,26.010000000000005,1,0,0,0
106185,M3c Var-Damp-IPF,4.8,4.38,6.38,3.29,4.35,Other,West,Urban,1k-9999,0.1705,26.050000000000004,1,0,0,0
B12992,M1b Learned-Wt,5.17,8.24,4.37,4.13,3.21,Other,Midwest,Urban,10000+,0.2103,5.719999999999999,1,0,0,0
FE4537,M1b Learned-Wt,3.46,8.18,3.48,3.47,3.38,Other,Midwest,Urban,10000+,0.2038,2.9000000000000057,1,0,0,0
A28497,M2c ZIP-Tract,6.08,9.44,5.71,6.23,5.73,Other,West,Urban,1k-9999,0.1088,2.5799999999999983,1,0,0,0
JF2977,M3 IPF,2.16,1.42,2.62,1.62,1.99,Other,Midwest,Urban,100-999,0.0631,7.950000000000003,1,0,0,0
AY6850,M1b Learned-Wt,6.48,10.64,6.12,5.7,5.22,Other,Northeast,Urban,1k-9999,0.3612,7.18,1,0,0,0
A28716,M3c Var-Damp-IPF,2.09,2.14,4.06,1.03,2.1,Other,Northeast,Rural,1k-9999,0.0694,22.0,1,0,0,0
153895,M3b Damp-IPF,1.23,3.64,1.46,1.28,1.43,Other,Northeast,Urban,100-999,0.1597,1.6500000000000057,1,0,0,0
DV5529,M3 IPF,4.63,0.8,6.5,6.57,7.46,Other,South,Rural,1-99,0.5111,24.790000000000006,1,0,0,0
M62549,M3 IPF,5.54,0.59,6.43,4.91,5.54,Other,Northeast,Urban,100-999,0.168,12.14,1,0,0,0
GN4426,M3c Var-Damp-IPF,2.89,6.03,3.95,2.54,3.13,Other,Northeast,Urban,100-999,0.1983,9.11,1,0,0,0
94601,M1b Learned-Wt,4.25,7.0,4.2,4.09,3.94,Other,Midwest,Urban,1k-9999,0.2387,7.570000000000007,1,0,0,0
DV2557,M3c Var-Damp-IPF,3.89,3.08,4.75,2.96,3.7,Other,West,Urban,1k-9999,0.126,16.11,1,0,0,0
768076,M1b Learned-Wt,8.49,13.85,7.94,7.6,7.19,Other,Midwest,Urban,1k-9999,0.2883,8.269999999999996,1,0,0,0
JS2686,M3 IPF,5.64,1.78,6.88,5.91,6.67,Other,South,Urban,1-99,0.3224,1.009999999999991,1,0,0,0
848415,M3 IPF,4.95,2.84,5.43,5.87,6.46,Other,Northeast,Urban,100-999,0.3612,7.789999999999999,1,0,0,0
P50761,M3c Var-Damp-IPF,3.13,7.58,3.84,3.03,3.63,Other,Northeast,Urban,1k-9999,0.3612,7.18,1,0,0,0
H00961,M3b Damp-IPF,4.17,8.99,4.3,4.44,4.65,Other,West,Urban,1k-9999,0.1849,24.610000000000007,1,0,0,0
519488,M3c Var-Damp-IPF,1.6,4.92,2.69,1.19,1.77,Other Manufacturing,Midwest,Urban,1k-9999,0.2038,3.450000000000003,1,0,0,0
BC5513,M3c Var-Damp-IPF,16.1,20.61,16.61,15.93,16.41,Other Manufacturing,West,Urban,1-99,0.2974,27.000000000000007,1,0,0,0
21506,M2c ZIP-Tract,2.73,6.97,1.83,2.32,1.86,Other Manufacturing,Midwest,Urban,10000+,0.2883,12.939999999999998,1,0,0,0
CB5614,M3b Damp-IPF,4.27,4.46,6.41,4.71,6.48,Other Manufacturing,West,Urban,100-999,0.4615,10.639999999999993,1,0,0,0
DQ0673,M3c Var-Damp-IPF,0.56,1.38,0.8,0.5,0.76,Other Manufacturing,West,Urban,1k-9999,0.0612,0.7900000000000063,1,0,0,0
314446,M1b Learned-Wt,4.13,7.33,3.55,3.71,2.81,Other Manufacturing,Midwest,Urban,100-999,0.2141,3.0799999999999983,1,0,0,0
DP4961,M3b Damp-IPF,1.56,5.38,1.67,1.69,1.68,Other Manufacturing,Northeast,Urban,1-99,0.1215,8.019999999999996,1,0,0,0
28868,M3b Damp-IPF,2.77,4.58,3.43,3.1,3.7,Other Manufacturing,Midwest,Urban,100-999,0.2883,12.939999999999998,1,0,0,0
P61087,M3 IPF,6.76,3.14,6.95,7.04,7.69,Other Manufacturing,South,Urban,10000+,0.4843,11.399999999999999,1,0,0,0
FY2837,M1b Learned-Wt,4.38,5.59,5.23,3.76,3.52,Other Manufacturing,South,Urban,1k-9999,0.2652,14.490000000000002,1,0,0,0
141017,M2c ZIP-Tract,3.95,6.48,2.95,4.15,3.32,Other Manufacturing,Midwest,Urban,10000+,0.1007,8.400000000000006,1,0,0,0
M02332,M3c Var-Damp-IPF,1.03,5.79,1.49,0.69,0.91,Other Manufacturing,Northeast,Urban,1k-9999,0.1983,2.1599999999999966,1,0,0,0
46989,M2c ZIP-Tract,6.07,6.03,5.58,8.94,9.21,Other Manufacturing,Midwest,Urban,100-999,0.2401,54.36999999999999,1,0,0,0
GN2299,M3 IPF,6.31,4.82,6.65,6.79,7.58,Professional/Technical (54),South,Urban,1k-9999,0.4843,19.300000000000004,1,0,0,0
AP0547,M1b Learned-Wt,4.8,8.37,4.8,4.72,4.67,Professional/Technical (54),Midwest,Urban,100-999,0.1461,8.25,1,0,0,0
R08049,M1b Learned-Wt,20.07,23.16,20.01,19.99,19.94,Professional/Technical (54),Northeast,Urban,1-99,0.1983,6.25,1,0,0,0
GC5002,M3b Damp-IPF,1.72,6.43,3.19,2.0,3.4,Professional/Technical (54),South,Urban,100-999,0.3695,6.829999999999998,1,0,0,0
A28711,M1b Learned-Wt,3.45,8.26,3.65,3.35,3.24,Professional/Technical (54),South,Urban,1k-9999,0.2215,13.36999999999999,1,0,0,0
133785,M3 IPF,4.06,3.83,4.68,4.38,5.6,Professional/Technical (54),South,Urban,1k-9999,0.3803,7.909999999999997,1,0,0,0
ET2963,M3c Var-Damp-IPF,2.15,4.57,4.04,1.54,2.52,Professional/Technical (54),South,Urban,1-99,0.1285,27.230000000000004,1,0,0,0
DU4193,M3 IPF,8.25,6.54,8.18,8.56,9.2,Professional/Technical (54),South,Urban,100-999,0.475,14.560000000000002,1,0,0,0
N00804,M1b Learned-Wt,8.68,13.86,8.43,8.48,8.11,Professional/Technical (54),Midwest,Urban,10000+,0.2883,3.539999999999992,1,0,0,0
M02168,M3b Damp-IPF,2.06,6.42,2.55,2.35,3.36,Professional/Technical (54),South,Urban,100-999,0.3515,12.150000000000006,1,0,0,0
A21408,M1b Learned-Wt,3.21,5.16,2.88,3.17,2.76,Professional/Technical (54),Midwest,Urban,1k-9999,0.1492,9.769999999999996,1,0,0,0
61411,M3b Damp-IPF,0.73,3.94,0.87,0.99,1.73,Professional/Technical (54),Midwest,Urban,100-999,0.2123,9.89,1,0,0,0
P02746,M2c ZIP-Tract,0.91,5.6,0.72,0.79,1.57,Professional/Technical (54),South,Urban,100-999,0.2627,12.329999999999998,1,0,0,0
N54574,M3c Var-Damp-IPF,1.19,5.69,1.84,1.14,2.36,Professional/Technical (54),South,Urban,100-999,0.294,16.480000000000004,1,0,0,0
DT6236,M3 IPF,5.32,0.25,6.21,5.32,5.88,Professional/Technical (54),Northeast,Urban,100-999,0.1924,0.9200000000000017,1,0,0,0
X11056,M1b Learned-Wt,3.93,9.79,3.29,3.06,2.24,Professional/Technical (54),West,Urban,100-999,0.437,9.320000000000007,1,0,0,0
GW3331,M1b Learned-Wt,2.42,6.51,2.64,2.31,2.17,Professional/Technical (54),West,Urban,1-99,0.1783,6.760000000000005,1,0,0,0
BQ7871,M3 IPF,4.53,2.05,5.74,5.22,6.94,Professional/Technical (54),South,Urban,1k-9999,0.3463,20.689999999999998,1,0,0,0
CH1376,M3b Damp-IPF,2.23,4.99,4.59,2.29,3.54,Professional/Technical (54),South,Urban,100-999,0.3061,0.7000000000000028,1,0,0,0
A04269,M3b Damp-IPF,1.74,7.34,3.16,1.81,2.18,Professional/Technical (54),West,Urban,100-999,0.1657,28.320000000000007,1,0,0,0
BQ0021,M1b Learned-Wt,9.61,13.78,9.45,8.94,8.31,Professional/Technical (54),West,Urban,100-999,0.437,8.18,1,0,0,0
G04090,M3c Var-Damp-IPF,2.69,5.19,4.73,2.62,3.73,Professional/Technical (54),West,Urban,1k-9999,0.2974,4.8700000000000045,1,0,0,0
DT0967,M1b Learned-Wt,2.39,3.97,2.33,2.36,2.32,Professional/Technical (54),South,Urban,100-999,0.0638,4.740000000000009,1,0,0,0
A29147,M3c Var-Damp-IPF,2.86,9.09,3.88,2.52,2.86,Professional/Technical (54),South,Urban,100-999,0.3064,9.439999999999998,1,0,0,0
B38389,M3b Damp-IPF,2.83,5.91,2.9,2.87,2.92,Professional/Technical (54),Northeast,Urban,100-999,0.168,3.3599999999999994,1,0,0,0
N61873,M3b Damp-IPF,1.59,4.08,2.64,1.92,2.93,Professional/Technical (54),Midwest,Urban,10000+,0.2387,11.550000000000011,1,0,0,0
530951,M3b Damp-IPF,1.36,5.82,1.92,2.11,3.79,Professional/Technical (54),Northeast,Urban,1k-9999,0.4089,28.540000000000006,1,0,0,0
AX9032,M1b Learned-Wt,4.48,8.47,4.47,4.45,4.28,Professional/Technical (54),South,Urban,100-999,0.1364,6.189999999999998,1,0,0,0
N01053,M3 IPF,5.01,3.17,6.44,5.02,5.99,Professional/Technical (54),West,Suburban,100-999,0.3359,0.789999999999992,1,0,0,0
A09010,M3c Var-Damp-IPF,1.73,5.46,2.42,1.52,1.81,Professional/Technical (54),South,Urban,100-999,0.2215,1.6400000000000006,1,0,0,0
DC0294,M2c ZIP-Tract,1.75,3.94,1.43,1.75,1.73,Professional/Technical (54),Northeast,Urban,100-999,0.059,4.489999999999995,1,0,0,0
FL7070,M1b Learned-Wt,11.26,18.1,10.83,10.72,10.22,Professional/Technical (54),South,Urban,100-999,0.3526,12.260000000000005,1,0,0,0
FF3983,M1b Learned-Wt,2.95,9.22,2.23,2.19,1.78,Professional/Technical (54),South,Urban,1k-9999,0.366,13.600000000000001,1,0,0,0
A53438,M3b Damp-IPF,3.45,4.89,5.3,4.47,6.68,Professional/Technical (54),South,Urban,1-99,0.4845,30.070000000000007,1,0,0,0
DB3662,M3c Var-Damp-IPF,2.73,3.42,3.73,2.65,3.51,Professional/Technical (54),Midwest,Urban,100-999,0.2103,1.710000000000008,1,0,0,0
A55535,M3c Var-Damp-IPF,3.95,4.66,4.45,3.77,3.95,Professional/Technical (54),South,Urban,100-999,0.2493,4.6699999999999875,1,0,0,0
AS0867,M3c Var-Damp-IPF,3.1,7.61,5.2,2.93,4.83,Professional/Technical (54),South,Urban,100-999,0.366,3.479999999999997,1,0,0,0
FF0180,M1b Learned-Wt,5.59,10.7,5.54,5.46,5.44,Professional/Technical (54),Midwest,Urban,1k-9999,0.2141,11.240000000000009,1,0,0,0
BF1974,M3c Var-Damp-IPF,1.1,3.59,1.1,0.94,1.25,Professional/Technical (54),West,Urban,100-999,0.1619,6.170000000000002,1,0,0,0
P51011,M2c ZIP-Tract,3.2,6.47,2.58,3.11,2.62,Professional/Technical (54),Northeast,Urban,100-999,0.128,2.4099999999999966,1,0,0,0
A57347,M2c ZIP-Tract,3.27,7.54,2.83,3.28,2.87,Professional/Technical (54),Midwest,Urban,100-999,0.1461,0.9500000000000028,1,0,0,0
DD9638,M1b Learned-Wt,7.12,11.8,7.02,6.86,6.56,Professional/Technical (54),South,Urban,100-999,0.2378,3.9099999999999966,1,0,0,0
L00388,M3b Damp-IPF,1.41,7.07,2.75,1.49,3.04,Professional/Technical (54),South,Urban,100-999,0.366,6.479999999999997,1,0,0,0
HR5535,M3b Damp-IPF,1.76,4.62,2.11,1.94,2.22,Professional/Technical (54),Northeast,Urban,100-999,0.1924,1.490000000000009,1,0,0,0
HD4873,M1b Learned-Wt,11.47,17.19,9.97,10.5,8.29,Professional/Technical (54),West,Urban,100-999,0.437,13.719999999999999,1,0,0,0
K01471,M3 IPF,3.11,1.99,3.89,3.04,3.64,Professional/Technical (54),Northeast,Urban,100-999,0.1836,0.980000000000004,1,0,0,0
E11679,M2c ZIP-Tract,6.54,12.33,5.45,6.02,5.48,Professional/Technical (54),South,Urban,10000+,0.3061,10.869999999999997,1,0,0,0
HP5213,M2c ZIP-Tract,7.8,15.24,7.79,7.82,7.95,Professional/Technical (54),West,Urban,100-999,0.2523,19.659999999999997,1,0,0,0
BE2147,M3 IPF,4.97,3.45,5.24,5.02,6.16,Professional/Technical (54),South,Urban,1-99,0.3526,12.260000000000005,1,0,0,0
FL0130,M1b Learned-Wt,3.43,7.97,2.7,2.89,1.71,Professional/Technical (54),Northeast,Urban,100-999,0.2416,10.209999999999994,1,0,0,0
EU3583,M3c Var-Damp-IPF,2.44,6.01,3.94,2.21,3.86,Professional/Technical (54),South,Urban,100-999,0.3695,3.1299999999999955,1,0,0,0
JF3741,M1b Learned-Wt,5.7,10.8,5.42,5.5,5.14,Professional/Technical (54),South,Urban,1-99,0.3084,7.049999999999997,1,0,0,0
