employer_name,city,state,zip,naics,sector,employer_type,workers,union_names,union_count,affiliation,latest_date,time_period,data_sources,source_count,location_count,locations,canonical_group_id,ein,is_public_company,is_federal_contractor,primary_source,employer_id
Automatic Burglar co,Forest Hills,NY,11371,54,Private,SINGLE_EMPLOYER,2,IBEW-3,1,,2013-04-23,Historical,F7,0,1,Forest Hills,,,,,F7_OLMS,c9bbe9fa628f58f5
Justin Group,Brooklyn,NY,11214,56,Private,SINGLE_EMPLOYER,2,RWDSU/UFCW-1102,1,RWDSU,2014-06-23,Historical,"F7, OSHA, SAM",2,1,Brooklyn,,,,,F7_OLMS,d46267f56061f4f3
Superior Maintenance Group,White Plains,NY,10604,81,Private,SINGLE_EMPLOYER,2,PAT-DC 9 - 8A-28A,1,,2014-03-04,Historical,F7,0,1,White Plains,,,,,F7_OLMS,1e357947108206a1
Joeys Brokerage of NY MGMT,Syracuse,NY,13208,31,Private,SINGLE_EMPLOYER,2,Teamsters Local Union 317,1,IBT,2017-11-08,Historical,F7,0,1,Syracuse,,,,,F7_OLMS,e1a426de768c229f
Recine & Sons Plumbing & Heating,Bronx,NY,10461,23,Private,SINGLE_EMPLOYER,2,United Association of Journeymen & Apprentices of the Plumbing & Pipe Fitting Industry of the United States & Canada AFL-CIO Local Union No. 1,1,PPF,2025-09-18,Current,"F7, OSHA",1,1,Bronx,,,,,F7_OLMS,9501cc47f5cd8469
Archa Technology Ltd.,New York,NY,11016,23,Private,SINGLE_EMPLOYER,2,BAC-1,1,,2012-04-11,Historical,F7,0,1,New York,,,,Y,F7_OLMS,f7b16861e013e30b
Chris Martinez Excavating,Gardiner,NY,12525,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,F7,0,1,Gardiner,,,,,F7_OLMS,6a6d5b195168d563
Northbrook Contracting Corp.,Peekskill,NY,10566,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-21,Current,"F7, SAM",1,1,Peekskill,,,,,F7_OLMS,52dd8f81a050673a
"North Mills Industries, LLC",Mahopac,NY,10541,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-21,Current,F7,0,1,Mahopac,,,,,F7_OLMS,d7c134644d3f64bc
New York State Building and Construction Trades,Albany,NY,12207,23,Private,SINGLE_EMPLOYER,2,IBT-294,1,IBT,2017-04-28,Historical,"F7, OSHA, 990",2,1,Albany,,,,,F7_OLMS,86bdb58af4d5bbd2
JGAB Inc,Port Washington,NY,11050,44,Private,SINGLE_EMPLOYER,2,UFCW-348-S,1,UFCW,2012-01-31,Historical,F7,0,1,Port Washington,,,,,F7_OLMS,924e1d5c562a10bd
Advanced Optical,Shirley,NY,11967,44,Private,SINGLE_EMPLOYER,2,"International Union of Electronic, Electrical, Salaried, Machine, and furniture workers 463",1,CWA,2021-02-04,Current,F7,0,1,Shirley,,,,,F7_OLMS,ad4bfe94de537687
Frog Hollow Industries,Miller Place,NY,11764,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-20,Current,F7,0,1,Miller Place,,,,,F7_OLMS,69d2fac1244c846b
Center Sheet Metal,Bronx,NY,10474,48,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters Local 553,1,IBT,2025-08-28,Current,"F7, OSHA, Mergent",2,1,Bronx,,,,,F7_OLMS,795cf45139e72ab5
Atlantic Contracting and Specialties,Troy,NY,12181,23,Private,SINGLE_EMPLOYER,2,IAHFIAW 30,1,HFIA,2020-01-29,Current,F7,0,1,Troy,,,,,F7_OLMS,6a36de83121107c1
Ben Jo Trucking,Maspeth,NY,11378,48,Private,SINGLE_EMPLOYER,2,Teamsters 807,1,IBT,2019-01-29,Historical,F7,0,1,Maspeth,,,,,F7_OLMS,f71e6a42ebb4b9c3
344 Food Corp (489),Eastchester,NY,10707,44,Private,SINGLE_EMPLOYER,2,United Food & Commercial Workers 464A,1,UFCW,2025-06-25,Current,F7,0,1,Eastchester,,,,,F7_OLMS,6a8196a5878e67b6
NAC Industries Inc.,Wappingers Falls,NY,12590,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-24,Current,"F7, OSHA, WHD, SEC",3,1,Wappingers Falls,,201093945,,Y,F7_OLMS,aa6931a58ec7449b
Butcher Boys of NY/NJ,Pearl River ,NY,10965,44,Private,SINGLE_EMPLOYER,2,United Food & Commercial Workers 464A,1,UFCW,2025-07-07,Current,F7,0,1,Pearl River ,,,,,F7_OLMS,e4d8894a1c9b19ea
All County Glass & Mirror Corporation,New Rochelle,NY,10801,31,Private,SINGLE_EMPLOYER,2,New England Regional Council of Carpenters Local 51,1,CJA,2019-04-04,Historical,F7,0,1,New Rochelle,,,,,F7_OLMS,59e53b26623cc632
"Rabinowitz, Boudin, et al",New York,NY,10005,54,Private,SINGLE_EMPLOYER,2,International Union-UAW 2110,1,,2022-06-30,Current,F7,0,1,New York,,,,,F7_OLMS,e514d6a5a0142237
Sibling Fuel Oil Co.,Purchase,NY,10577,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-24,Current,F7,0,1,Purchase,,,,,F7_OLMS,5245ff514c7d04f4
"Arben Group, LLC",Pleasantville ,NY,10570,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,"F7, OSHA, Mergent",2,1,Pleasantville ,,,,,F7_OLMS,35bd66e7011cde80
CWA Local 1133,Buffalo,NY,14210,81,Private,SINGLE_EMPLOYER,2,UAW Local 55,1,UAW,2019-05-22,Historical,F7,0,1,Buffalo,,,,,F7_OLMS,104b29a1e833e5fb
Mermaid Manor Home for Adults (clerical),Brooklyn,NY,11224,62,Private,SINGLE_EMPLOYER,2,UFCW-2013,1,UFCW,2014-02-06,Historical,F7,0,1,Brooklyn,,,,,F7_OLMS,59128e74fbd6e111
Skountzos Plumbing & Heating,Brooklyn,NY,11209,23,Private,SINGLE_EMPLOYER,2,United Association of Journeymen & Apprentices of the Plumbing & Pipe Fitting Industry of the United States & Canada AFL-CIO Local Union No. 1,1,PPF,2025-09-18,Current,"F7, OSHA, WHD",2,1,Brooklyn,,,,,F7_OLMS,57d8301c5d842262
BTA Federal Credit Union,Rochester,NY,14624,52,Private,SINGLE_EMPLOYER,2,IBT-118,1,IBT,2010-04-20,Historical,"F7, WHD, SAM",2,1,Rochester,,,,,F7_OLMS,b16a45b9a90e773c
"CROFT-Michael Enterprises, Inc",Port Washington,NY,11050,42,Private,SINGLE_EMPLOYER,2,UFCW-348-S,1,UFCW,2012-01-18,Historical,F7,0,1,Port Washington,,,,,F7_OLMS,b375cffb717d7a8d
CROFT- CHAMPION AUTOMOTIVE FLEET,Port Washington,NY,11050,31,Private,SINGLE_EMPLOYER,2,UFCW-348-S,1,UFCW,2012-01-18,Historical,F7,0,1,Port Washington,,,,,F7_OLMS,7098458d9f17eb4c
Laparkan Group of Companies,Brooklyn,NY,11208-4820,,Private,SINGLE_EMPLOYER,2,IBT-807,1,IBT,2010-01-22,Historical,F7,0,1,Brooklyn,,,,,F7_OLMS,b242e2dea6a5ac1c
Crane-Hogan Structural Systems,Spencerport,NY,14559,23,Private,SINGLE_EMPLOYER,2,IUOE-832,1,IUOE,2012-02-07,Historical,"F7, OSHA, SAM",2,1,Spencerport,,,,,F7_OLMS,51879d6af8a0a142
5 Boro Mechanical Inc.,Staten Island,NY,10302,23,Private,SINGLE_EMPLOYER,2,IBT-810,1,IBT,2010-03-29,Historical,F7,0,1,Staten Island,,,,,F7_OLMS,e799bad3da03231f
Smith & Watson,New York,NY,10016,,Private,SINGLE_EMPLOYER,2,IUE-CWA-76B,1,CWA,2011-11-16,Historical,F7,0,1,New York,,,,,F7_OLMS,e19ce5376ffe3932
CDT Contracting Inc.,Astoria,NY,11105,81,Private,SINGLE_EMPLOYER,2,IBT-11,1,IBT,2017-09-17,Historical,"F7, OSHA, WHD",2,1,Astoria,,,,Y,F7_OLMS,77f20aa55a978054
DeCicco of Sleepy Hollow LLC Parcel F,Sleepy Hollow ,NY,10591,44,Private,SINGLE_EMPLOYER,2,United Food & Commercial Workers 464A,1,UFCW,2025-06-27,Current,F7,0,1,Sleepy Hollow ,,,,,F7_OLMS,17d2a41d6841cd23
Gendeen Caterers,Cedarhurst,NY,11516,72,Private,SINGLE_EMPLOYER,2,Unite Here-100,1,UNITHE,2011-10-27,Historical,F7,0,1,Cedarhurst,,,,,F7_OLMS,8860ca530cafff76
Economy Paving,Cortland,NY,13045,23,Private,SINGLE_EMPLOYER,2,Teamsters Local 317 ,1,IBT,2022-01-19,Current,"F7, OSHA, SAM, Mergent",3,1,Cortland,,,,,F7_OLMS,a1c6dea7bdfa27dd
50/50 Trucking,Pawling,NY,12564,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,F7,0,1,Pawling,,,,,F7_OLMS,94d28bfeaf861f69
Victor Handbags Co Inc #3620,Brooklyn,NY,11205,31,Private,SINGLE_EMPLOYER,2,UFCW-342,1,,2010-11-18,Historical,F7,0,1,Brooklyn,,,,,F7_OLMS,a3cb1d0a4ab98546
Urban American Development Corp.,New York,NY,10170-0089,,Private,SINGLE_EMPLOYER,2,SEFMBSEU-670,1,,2010-01-18,Historical,F7,0,1,New York,,,,,F7_OLMS,b42c4c0be51ec6df
Angelo and Joe's Market D/B/A Foodtown NY,Little Neck,NY,11362,44,Private,SINGLE_EMPLOYER,2,United Food & Commercial Workers 464A,1,UFCW,2025-06-26,Current,F7,0,1,Little Neck,,,,,F7_OLMS,69e87e66457f5130
TRANSWESTERN,New York,NY,10022,81,Private,SINGLE_EMPLOYER,2,IUOE-30,1,IUOE,2013-11-07,Historical,F7,0,1,New York,,,,,F7_OLMS,0a67ff259863bb93
Transervice Interstate Logistics LLC,Lake Success,NY,11042,48,Private,SINGLE_EMPLOYER,2,IBT-677,1,IBT,2010-05-25,Historical,F7,0,1,Lake Success,,,,,F7_OLMS,0c7676a1314833f1
Transco Railway Service,Blasdell,NY,14219,48,Private,SINGLE_EMPLOYER,2,IAM-447,1,IAM,2013-07-01,Historical,F7,0,1,Blasdell,,,,,F7_OLMS,0490296174bf0a65
630 Food Corp (Key Food),Middle Village,NY,11374,44,Private,SINGLE_EMPLOYER,2,UFCW-342,1,,2013-02-26,Historical,F7,0,1,Middle Village,,,,,F7_OLMS,00e5ade5f4e98478
Road Safety Systems,Carmel,NY,10512,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-18,Current,F7,0,1,Carmel,,,,,F7_OLMS,f09babb3753a0d9d
Central New York Area Labor Federation,Syracuse,NY,13203,81,Public,SINGLE_EMPLOYER,2,OPEIU-212,1,OPEIU,2011-10-12,Historical,"F7, 990",1,1,Syracuse,,,,,F7_OLMS,a3411528f6071611
Crossbay Sea Shell 9180,Howard Beach,NY,11414-3441,42,Private,SINGLE_EMPLOYER,2,UFCW-342,1,,2010-12-30,Historical,F7,0,1,Howard Beach,,,,,F7_OLMS,2844d545aadf93db
"Chatbout Trucking, LLC",Wallkill,NY,12589,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,F7,0,1,Wallkill,,,,,F7_OLMS,0f86047752c7945a
Avanti Building Construction Corp.,Mount Vernon,NY,10550,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,"F7, OSHA",1,1,Mount Vernon,,,,,F7_OLMS,a84da306cb139109
A.S.C. Contracting Corp.,Long Island City,NY,11106,23,Private,SINGLE_EMPLOYER,2,UPPW-175,1,,2011-03-02,Historical,"F7, OSHA, SAM",2,1,Long Island City,,,,Y,F7_OLMS,0269b5b8daa6ffd3
KIenny Building Services,New York,NY,10018,23,Private,SINGLE_EMPLOYER,2,NYHMTC Local,1,,2019-04-30,Historical,"F7, SAM",1,1,New York,,,,Y,F7_OLMS,7ebb2ca64120bd9a
Excel Commercial Maintenance,Melville,NY,11747,54,Private,SINGLE_EMPLOYER,2,Local 1102 RWDSU 1102,1,RWDSU,2022-04-28,Current,"F7, OSHA",1,1,Melville,,,,,F7_OLMS,7b17921d9f01385d
CHAI KOSHER INC,FOREST HILLS,NY,11375,44,Private,SINGLE_EMPLOYER,2,UFCW-342,1,,2012-04-25,Historical,F7,0,1,FOREST HILLS,,,,,F7_OLMS,b4ef2aa428f704c0
Market Communications LLC,New York,NY,10018,54,Private,SINGLE_EMPLOYER,2,CWA 1109,1,CWA,2022-03-22,Current,"F7, WHD, 990, SAM",3,1,New York,,,,,F7_OLMS,c732e8208bfd4cf2
Ken-Cal Maintenance Corp.,White Plains,NY,10603,,Private,SINGLE_EMPLOYER,2,International Union of Operating Engineers 30,1,IUOE,2019-06-07,Historical,F7,0,1,White Plains,,,,,F7_OLMS,ea57693a515561a2
ASSOCIATED FOOD STORES,Rockville Center,NY,11570,44,Private,SINGLE_EMPLOYER,2,UFCW Local  342,1,,2021-03-01,Current,F7,0,1,Rockville Center,,,,,F7_OLMS,7eb58d460dac8b5b
"Mid-Hudson Trucking, Inc.",Cortlandt Manor,NY,10567,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-21,Current,F7,0,1,Cortlandt Manor,,,,,F7_OLMS,18dcde8d3a8bfc75
Delta Phase,Brooklyn,NY,11232,81,Private,SINGLE_EMPLOYER,2,IAMAW Local 447 District 15,1,IAM,2018-07-17,Historical,F7,0,1,Brooklyn,,,,,F7_OLMS,c2ad72106021e7ac
Gray Electric,North Amityville,NY,11071,22,Private,SINGLE_EMPLOYER,2,IBT-812,1,IBT,2011-06-01,Historical,F7,0,1,North Amityville,,,,,F7_OLMS,ca971920549b960c
"Amir, Inc.",Yorktown Heights,NY,10598,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,"F7, OSHA",1,1,Yorktown Heights,,,,,F7_OLMS,2e5d1144e005c9d6
Murray's Sturgeon Shop ,New York ,NY,10024,44,Private,SINGLE_EMPLOYER,2,RWDSU/UFCW 338,1,RWDSU,2021-08-06,Current,F7,0,1,New York ,,,,,F7_OLMS,aa0fade51e28601d
Village of Cattaraugus,Cattaraugus,NY,14719,92,Private,SINGLE_EMPLOYER,2,Teamsters 264,1,IBT,2022-02-10,Current,"F7, OSHA, SAM",2,1,Cattaraugus,,,,,F7_OLMS,3c00eddd41f96d77
Alstate Maintenance LLC,Rockville Centre,NY,11570,,Private,SINGLE_EMPLOYER,2,Service Employees International Union 32BJ,1,,2021-01-22,Current,"F7, NLRB, WHD",2,1,Rockville Centre,,,,,F7_OLMS,87844cc0ee4b2924
Allied K & R ,Brooklyn,NY,11201,31,Private,SINGLE_EMPLOYER,2,UFCW 2013,1,UFCW,2020-09-04,Current,"F7, 990",1,1,Brooklyn,,473618153,,,F7_OLMS,73dcf5cc15308f8f
"Harrison NY Holdings, LLC",Brooklyn,NY,11218,,Private,SINGLE_EMPLOYER,2,International Union of Operating Engineers AFL-CIO 30,1,IUOE,2025-11-20,Current,F7,0,1,Brooklyn,,,,,F7_OLMS,ecb8ba26d5d76257
Webster Plbg,Bronx,NY,10457,,Private,SINGLE_EMPLOYER,2,UFCW 888,1,,2020-11-23,Current,F7,0,1,Bronx,,,,,F7_OLMS,16f1eda870a2abf7
Epstein Becker & Green P C,New York,NY,10177,81,Private,SINGLE_EMPLOYER,2,Unite Here-100,1,UNITHE,2013-10-28,Historical,F7,0,1,New York,,,,,F7_OLMS,2e6b57ac6c38e22e
Olinville Associates LLC c/o Beach Lane Management,New York,NY,10016,,Private,SINGLE_EMPLOYER,2,IUJAT-713,1,,2010-01-18,Historical,F7,0,1,New York,,,,,F7_OLMS,d6174c273ccdf917
PARK-IT,NEW YORK,NY,10001,48,Private,SINGLE_EMPLOYER,2,UFCW-348,1,UFCW,2012-11-28,Historical,"F7, WHD",1,1,NEW YORK,,,,,F7_OLMS,505524a583600672
Kevins Trucking & Transport Corp.,Peekskill,NY,10566,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-20,Current,F7,0,1,Peekskill,,,,,F7_OLMS,258dc9a4b3d13dcd
Johnson Controls - Boeing Location,Albany,NY,12205,54,Private,SINGLE_EMPLOYER,2,International Brotherhood Of Electrical Workers No. 1,1,,2025-04-15,Current,F7,0,1,Albany,,,,,F7_OLMS,abd317e6f8b7922c
"Johnny's Trucking, LLC.",Amenia,NY,12501,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-20,Current,F7,0,1,Amenia,,,,,F7_OLMS,2e496c522d1e72da
Transit Construction Corp.,Yonkers,NY,10710,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-18,Current,"F7, OSHA, SAM",2,1,Yonkers,,,,,F7_OLMS,e12a4366e0ba6bdf
JMC Promotions,Barneveld,NY,13304-2419,44,Private,SINGLE_EMPLOYER,2,WU -Rochester Regional Jt Bd-231,1,WU,2010-12-15,Historical,F7,0,1,Barneveld,,,,,F7_OLMS,e862bbc5b0e31cfa
Salvi Contracting,White Plains,NY,10605,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-21,Current,"F7, OSHA",1,1,White Plains,,,,Y,F7_OLMS,8ef9f344efa44739
SYNOVOS @ TEACHERS COLLEGE,NEW YORK,NY,10027,22,Private,SINGLE_EMPLOYER,2,INTERNATIONAL BROTHERHOOD OF TEAMSTERS 707,1,IBT,2020-12-14,Current,F7,0,1,NEW YORK,,,,,F7_OLMS,27f28f69a7aeecef
SMART,Clifton Park,NY,12065,,Public,SINGLE_EMPLOYER,2,Office & Professional Employees International Union 153,1,OPEIU,2022-04-11,Current,"F7, WHD, 990",2,1,Clifton Park,,141435258,,,F7_OLMS,be2eb0e41bbf461b
Sules D Eras Jarro,White Plains,NY,10602,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-21,Current,F7,0,1,White Plains,,,,,F7_OLMS,524518cd1d7d7f63
Principal Facility Management LLC,New York,NY,10036,,Private,SINGLE_EMPLOYER,2,Service Employees International Union 32BJ,1,,2021-07-18,Current,F7,0,1,New York,,,,,F7_OLMS,4b7d938faefbc0a9
G & G Materials Corporation,Commack,NY,11725,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters Local 456,1,IBT,2025-03-03,Current,"F7, OSHA",1,1,Commack,,,,Y,F7_OLMS,0314f7bfafe014f6
Early Plumbing & Heating,Staten Island,NY,10306,23,Private,SINGLE_EMPLOYER,2,United Association of Journeymen & Apprentices of the Plumbing & Pipe Fitting Industry of the United States & Canada AFL-CIO Local Union No. 1,1,PPF,2025-09-17,Current,"F7, OSHA, WHD, SAM",3,1,Staten Island,,,,,F7_OLMS,60d1d3bd7bef0e44
OPTA Minerals (USA) Inc. Burns Harbor,Buffalo,NY,14222,23,Private,SINGLE_EMPLOYER,2,International Union of Operating Engineers 150,1,IUOE,2021-10-28,Current,"F7, NLRB",1,1,Buffalo,,,,,F7_OLMS,40130ff1c837191e
TOWN OF SAVANNAH,SAVANNAH,NY,13146,92,Private,SINGLE_EMPLOYER,2,IBT-118,1,IBT,2017-07-28,Historical,F7,0,1,SAVANNAH,,,,,F7_OLMS,3eddac8f9067c187
Town of Farmersville,Franklinville,NY,14737,92,Private,SINGLE_EMPLOYER,2,Teamsters 264,1,IBT,2021-06-14,Current,F7,0,1,Franklinville,,,,,F7_OLMS,70f17b95f6ef2fa8
Taconic Industry Inc.,Yonkers,NY,10704,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-25,Current,F7,0,1,Yonkers,,,,,F7_OLMS,ad254fe07d375337
Pappas Construction Co. Inc.,Flushing,NY,11358,,Private,SINGLE_EMPLOYER,2,IBEW District 3-1430,1,IBEW,2013-05-06,Historical,"F7, OSHA, WHD",2,1,Flushing,,,,,F7_OLMS,e3fb1b9173e71ba1
Palumbo Book Co Inc.,Dover Plains,NY,12522,48,Private,SINGLE_EMPLOYER,2,IBT 456,1,IBT,2020-06-10,Current,F7,0,1,Dover Plains,,,,,F7_OLMS,c018b27c4ea31914
Metropolitan Pacific Properties,Astoria,NY,11105,,Private,SINGLE_EMPLOYER,2,BSEFW - USWU/IUJAT-2,1,USWU,2012-11-14,Historical,F7,0,1,Astoria,,,,,F7_OLMS,97d949b6eb07582d
Metro City Group,Bellmore,NY,11710,23,Private,SINGLE_EMPLOYER,2,United Association of Journeymen & Apprentices of the Plumbing & Pipe Fitting Industry of the United States & Canada AFL-CIO Local Union No. 1,1,PPF,2025-09-17,Current,F7,0,1,Bellmore,,,,,F7_OLMS,3b5e5a0bfab3835b
Met Food/Dan Poong Corporation #4701,Brooklyn,NY,11201-6410,72,Private,SINGLE_EMPLOYER,2,UFCW-342,1,,2010-08-09,Historical,F7,0,1,Brooklyn,,,,,F7_OLMS,baba1107424727bb
"10 Bank Street - Affineco, LLC",White Plains,NY,10606,,Private,SINGLE_EMPLOYER,2,International Union of Operating Engineers 30,1,IUOE,2025-06-25,Current,F7,0,1,White Plains,,,,,F7_OLMS,f62e5ce1aa1ef595
"Lisbeth Aggregates, Inc.",Cold Spring,NY,10516,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-20,Current,F7,0,1,Cold Spring,,,,,F7_OLMS,ba7f536197e76328
ESRT Metro Center,New York,NY,10118,,Private,SINGLE_EMPLOYER,2,International Union of Operating Engineers 30,1,IUOE,2025-02-28,Current,F7,0,1,New York,,,,,F7_OLMS,0a3d9ffafc695597
2500 Victory Meat Corp,Staten Island,NY,10314,44,Private,SINGLE_EMPLOYER,2,UFCW Local  342,1,,2022-04-28,Current,F7,0,1,Staten Island,,,,,F7_OLMS,8cb1e6eb54fbc99f
"A McGhee Contracting, LLC",Goshen,NY,10924,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,"F7, OSHA",1,1,Goshen,,,,,F7_OLMS,b6dc5f8cd6a0b0d0
A. Meyers & Sons Corp,New York,NY,10018,44,Private,SINGLE_EMPLOYER,2,UAW-2179,1,UAW,2012-02-17,Historical,F7,0,1,New York,,,,,F7_OLMS,3145469fda04f979
"Eastern Metal Works, Inc.",West Babylon,NY,11704,23,Private,SINGLE_EMPLOYER,2,IBT 1205,1,IBT,2022-02-01,Current,F7,0,1,West Babylon,,,,,F7_OLMS,d3babac8381b1526
Able Engineering - Galleria/White Plains,New York,NY,10006,,Private,SINGLE_EMPLOYER,2,International Union of Operating Engineers 30,1,IUOE,2025-04-30,Current,F7,0,1,New York,,,,,F7_OLMS,2c4a6948596cd94e
CK Industries Corp.,Putnam Valley,NY,10579,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,"F7, OSHA, WHD",2,1,Putnam Valley,,,,Y,F7_OLMS,afc746e13b89aa8b
ACCORD SUPPLY,JAMAICA,NY,11433,48,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 553,1,IBT,2025-07-23,Current,F7,0,1,JAMAICA,,,,,F7_OLMS,73e8b61a938106e0
D.S. Meyer Enterprises LLC,Waldwick,NY,07463,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,"F7, SAM",1,1,Waldwick,,,,,F7_OLMS,3465de59b43ffc2b
BAKER HILL PACK CO,YONKERS,NY,10710,44,Private,SINGLE_EMPLOYER,2,UFCW-342,1,,2012-04-25,Historical,F7,0,1,YONKERS,,,,,F7_OLMS,7a947ae2d514cfd1
"Cracolici, Inc.",Marlboro,NY,12542,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-19,Current,F7,0,1,Marlboro,,,,,F7_OLMS,aa7bc183405f5b7d
Covanta Babylon Inc.,Ronkonkoma,NY,11779,22,Private,SINGLE_EMPLOYER,2,IUOE-138,1,IUOE,2016-11-17,Historical,F7,0,1,Ronkonkoma,,,,,F7_OLMS,8e07017f5adcb61e
Frank Supply Corp,Inwood,NY,11696,31,Private,SINGLE_EMPLOYER,2,UFCW-888,1,,2017-07-28,Historical,F7,0,1,Inwood,,,,,F7_OLMS,1d77d15e7f8d17fb
Community Broadcasting - WMSA Radio,Massena,NY,13662-0210,71,Private,SINGLE_EMPLOYER,2,"NABET-CWA, AFL-CIO-51024",1,CWA,2012-03-02,Historical,F7,0,1,Massena,,,,,F7_OLMS,65bb1e93f34ba936
COMMUNICATIONS WORKERS OF AMERICA LOCAL 1105 (CWA),Bronx,NY,10461-5707,81,Public,SINGLE_EMPLOYER,2,OPEIU-153,1,OPEIU,2014-03-19,Historical,F7,0,1,Bronx,,,,,F7_OLMS,2949471815e074e5
American Tree & Landscape,Pawling,NY,12564,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-24,Current,"F7, OSHA",1,1,Pawling,,,,,F7_OLMS,53d2d703134e72bd
Global Equities Mgmt Inc. - Golyan Enterpirses LLC,New Hyde Park,NY,11042-1009,81,Private,SINGLE_EMPLOYER,2,SEF-670,1,,2010-01-18,Historical,F7,0,1,New Hyde Park,,,,,F7_OLMS,72a0802fd63be1e6
"AMA Marinelli Construction, Inc.",West Harrison,NY,10604,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-24,Current,"F7, OSHA",1,1,West Harrison,,,,,F7_OLMS,d76bea1c7285418a
All American Plumbing and Heating,Glendale,NY,11385,23,Private,SINGLE_EMPLOYER,2,United Association of Journeymen & Apprentices of the Plumbing & Pipe Fitting Industry of the United States & Canada Local Union No. 1,1,PPF,2025-09-17,Current,F7,0,1,Glendale,,,,,F7_OLMS,39cc6cc1745b87be
Albert J Brown,Plattsburgh,NY,12901-7425,21,Private,SINGLE_EMPLOYER,2,IBT-687,1,IBT,2010-08-12,Historical,F7,0,1,Plattsburgh,,,,,F7_OLMS,0dac8dfbde7862ba
ABM Building Services,New York,NY,10006,53,Private,SINGLE_EMPLOYER,2,International Union of Operating Engineers Local 68,1,IUOE,2025-09-18,Current,"F7, OSHA",1,1,New York,,,,Y,F7_OLMS,11cd8cd2669c831f
Hercules Welding & Boiler Work,Brooklyn,NY,11222-3805,23,Private,SINGLE_EMPLOYER,2,IBEW-1430 ,1,IBEW,2013-02-11,Historical,F7,0,1,Brooklyn,,,,,F7_OLMS,19345b7cf5d19a77
Maddaluna Trucking,Walden,NY,12586,23,Private,SINGLE_EMPLOYER,2,International Brotherhood of Teamsters 456,1,IBT,2025-03-20,Current,F7,0,1,Walden,,,,,F7_OLMS,93968301b061a786
"1200 Lakeside Drive, ISS Facility Services",New York,NY,10020,54,Private,SINGLE_EMPLOYER,2,IUOE Local 399,1,IUOE,2018-11-05,Historical,F7,0,1,New York,,,,,F7_OLMS,85dd62f9e0910c4b
Marinaccio Tile,Tuckahoe,NY,10707,44,Private,SINGLE_EMPLOYER,2,RWDSU / UFCW-338,1,RWDSU,2012-10-15,Historical,F7,0,1,Tuckahoe,,,,,F7_OLMS,a5d7ac3d84321f15
Stillwell Equipment Corp.,Elmsford,NY,10523,48,Private,SINGLE_EMPLOYER,2,IBT 456,1,IBT,2020-06-10,Current,F7,0,1,Elmsford,,,,,F7_OLMS,21c27bd23bf457f2
