local_number,local_name,city,state,zip,phone,email,website,leadership_name,leadership_title,divisions,full_address,latitude,longitude,scraped_at
627,Teamsters LU No 627,Peoria,IL,61614,(309) 689-9090,,,Gregory A. Wheet,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","7101 N. Allen Road Peoria IL , 61614",40.774016,-89.632169,2026-02-03T08:59:28.294006
628,Teamsters LU No 628,Philadelphia,PA,19134,(215) 923-9540,local628@verizon.net,,John Dagle,President,"Freight Division, Industrial Trades Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","3460 N. Delaware Ave # 104 Philadelphia PA , 19134",39.979031,-75.09488,2026-02-03T08:59:28.294008
630,Teamsters LU No 630,Los Angeles,CA,90021,(213) 627-2178,,https://www.teamsters630.org,Lou Villalvazo,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Food Processing Division, Industrial Trades Division, Warehouse Division","750 S. Stanford Ave Los Angeles CA , 90021",34.03787,-118.2454,2026-02-03T08:59:28.294011
631,Teamsters LU No 631,Las Vegas,NV,89110,(702) 453-6310,tommyb@teamsters631.com,http://www.teamsterslocal631.org/,Tommy Blitsch,Secretary-Treasurer,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division","700 N. Lamb Blvd Las Vegas NV , 89110",36.175782,-115.081062,2026-02-03T08:59:28.294013
633,Teamsters LU No 633,Manchester,NH,03105,(603) 625-9731,padellaro@teamsters633.com,https://www.teamsters633.com,Jeffrey Padellaro,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","Post Office Box 870 Manchester NH , 03105",42.952124,-71.653939,2026-02-03T08:59:28.294015
636,Teamsters LU No 636,McKees Rocks,PA,15136,(412) 331-3208,,,Al Waltz,Secretary-Treasurer,"Industrial Trades Division, Public Services and Health Care Division, Warehouse Division","536 Chartiers Avenue McKees Rocks PA , 15136",40.465326,-80.059952,2026-02-03T08:59:28.294017
637,Teamsters LU No 637,Zanesville,OH,43701,(740) 453-2102,local637@teamsters637.org,https://www.teamsters637.org,Michael Dickerson,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division","100 Timber Run Road Zanesville OH , 43701",39.950836,-82.113755,2026-02-03T08:59:28.294020
638,Teamsters LU No 638,Minneapolis,MN,55414,(612) 379-1533,info@teamsterslocal638.org,https://www.teamsters638.com/,Scott Lecy,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","3001 Univ Ave S E Minneapolis MN , 55414",44.979513,-93.227354,2026-02-03T08:59:28.294022
639,Teamsters LU No 639,Washington,DC,20018,(202) 636-8170,tlocal639@aol.com,https://www.teamsters639.com,William Davis,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","3100 Ames Place N.E. Washington DC , 20018",38.920715,-76.963369,2026-02-03T08:59:28.294025
641,Teamsters LU No 641,Union,NJ,07083,(908) 686-8898,ibtlocal641@aol.com,https://www.teamsterslocal641.com,James P. Kilkenny,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","714 Rahway Avenue Union NJ , 07083",40.695529,-74.295223,2026-02-03T08:59:28.294027
647,Teamsters LU No 647,"Mississauga, Ont",CN,L5T 2E1,(905) 760-0209,teamsterslocal647@bellnet.ca,https://www.teamsterslocal647.ca,Martin Cerqua,President,"Brewery, Bakery, & Soft Drink, Food Processing Division, Industrial Trades Division, Warehouse Division","6200 Dixie Road, Unit 201 Mississauga, Ont CN , L5T 2E1",43.658527,-79.652873,2026-02-03T08:59:28.294031
651,Teamsters LU No 651,Lexington,KY,40509-9418,(859) 263-5115,admin@teamsters651.org,,James Brant,President,"Brewery, Bakery, & Soft Drink, Freight Division, Industrial Trades Division, Package Division, Warehouse Division","100 Blue Sky Parkway Lexington KY , 40509-9418",37.959918,-84.382482,2026-02-03T08:59:28.294033
653,Teamsters LU No 653,South Easton,MA,02375,(508) 230-7140,union@tu653.com,https://www.teamsterslocal653.org,"Michael W. Clark, Jr.",Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","4-A Hampden Drive South Easton MA , 02375",42.048047,-71.072938,2026-02-03T08:59:28.294035
657,Teamsters LU No 657,San Antonio,TX,78239,(210) 590-2013,info@teamsters657.com,https://www.teamsters657.com,Frank Perkins,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","8214 Roughrider Dr San Antonio TX , 78239",29.511222,-98.388597,2026-02-03T08:59:28.294038
662,Teamsters LU No 662,Green Bay,WI,54302,(715) 693-4536,eauclaire@teamsters662.com,https://www.teamsters662.com,Tom Strickland,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","1546 Manin Street Green Bay WI , 54302",44.786917,-89.672268,2026-02-03T08:59:28.294041
665,Teamsters LU No 665,San Francisco,CA,94134,(415) 347-7406,memberservices@teamsters665.org,https://www.teamsters665.org/,Anthony Delorio,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","150 Executive Park Boulevard Suite 4400 San Francisco CA , 94134",37.792303,-122.423132,2026-02-03T08:59:28.294044
667,Teamsters LU No 667,Memphis,TN,38116,(901) 396-5331,,,"James E. Jones, III",President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","796 East Brooks Road Memphis TN , 38116",35.062478,-90.037499,2026-02-03T08:59:28.294046
670,Teamsters LU No 670,Salem,OR,97302,(503) 378-1444,info@teamster670.org,https://www.teamster670.org,Michael Beranbaum,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","Post Office Box 3048 Salem OR , 97302",44.890486,-123.082192,2026-02-03T08:59:28.294048
671,Teamsters LU No 671,Bloomfield,CT,06002,(860) 242-3200,,https://www.teamsters671.com,Anthony Lepore,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","22 Britton Drive Bloomfield CT , 06002",41.809877,-72.701883,2026-02-03T08:59:28.294051
673,Teamsters LU No 673,West Chicago,IL,60185,(630) 231-6660,tmail@teamsterslocal673.net,https://www.teamsterslocal673.com,Timothy Custer,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","1050 W. Roosevelt Rd West Chicago IL , 60185",41.871468,-88.224197,2026-02-03T08:59:28.294053
676,Teamsters LU No 676,Collingswood,NJ,08108,(856) 964-2101,hwwells@teamsters676.com,https://www.ibtlocal676.org,Howard W. Wells,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","101 Crescent Blvd Collingswood NJ , 08108",39.920587,-75.088048,2026-02-03T08:59:28.294056
682,Teamsters LU No 682,St. Louis,MO,63110,(314) 647-8350,,https://www.teamsterslocal682.com,Matthew Steward,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","5730 Elizabeth Avenue St. Louis MO , 63110",38.614467,-90.284161,2026-02-03T08:59:28.294058
683,Teamsters LU No 683,El Cajon,CA,92021,(619) 232-7903,L.Fletcher@TEAMSTERS683.COM,,Edgar Molina,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Industrial Trades Division, Passenger Transportation, Solid Waste and Recycling Division, Warehouse Division","1333 E Madison Ave, Ste 200 El Cajon CA , 92021",32.799753,-116.934863,2026-02-03T08:59:28.294060
687,Teamsters LU No 687,Potsdam,NY,13676,(315) 265-6125,,,Brian K. Hammond,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division","14 Elm Street Potsdam NY , 13676",44.670236,-74.985025,2026-02-03T08:59:28.294062
688,Teamsters LU No 688,St Louis,MO,63134-3718,(314) 513-5800,ctongay@688online.org,https://www.688online.org,Christopher Tongay,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Warehouse Division","4349 Woodson Rd, #200 St Louis MO , 63134-3718",38.728622,-90.358497,2026-02-03T08:59:28.294064
690,Teamsters LU No 690,Spokane,WA,99207,(509) 455-9410,,https://www.teamsterslocal690.org,Larry Kroetch,Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","1912 N Division, #200 Spokane WA , 99207",47.675343,-117.410742,2026-02-03T08:59:28.294068
696,Teamsters LU No 696,Topeka,KS,66616,(785) 232-3866,mikescribner696@gmail.com,https://www.teamster696.com,Michael Scribner,President,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","3600 NE Sardou Ave,#2 Topeka KS , 66616",39.078269,-95.63343,2026-02-03T08:59:28.294070
697,Teamsters LU No 697,Wheeling,WV,26003,(304) 232-1940,teamsters697@comcast.net,,Rick E. Bauer,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division","901 Market Street Wheeling WV , 26003",40.07182,-80.723314,2026-02-03T08:59:28.294074
700,Teamsters LU No 700,Lombard,IL,60148,(847) 939-9700,,https://www.teamsterslocal700.com,Ramon D. Williams,President,,"1910 S. Highland Avenue Suite 200 Lombard IL , 60148",41.987439,-87.842721,2026-02-03T08:59:28.294076
701,Teamsters LU No 701,North Brunswick,NJ,08902,(732) 297-2701,,https://www.teamsterslocal701.org,Ronald Lake,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","2003 US Route #130, B North Brunswick NJ , 08902",40.41561,-74.503364,2026-02-03T08:59:28.294079
703,Teamsters LU No 703,Downers Grove,IL,60515,(312) 738-1350,,,Thomas W. Stiede,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Public Services and Health Care Division, Warehouse Division","1333 Butterfield,#110 Downers Grove IL , 60515",41.831648,-88.019842,2026-02-03T08:59:28.294081
705,Teamsters LU No 705,Chicago,IL,60612,(312) 738-2800,local705@l705ibt.org,,Juan Campos,Secretary-Treasurer,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","325 S. Paulina Street 3rd Floor Chicago IL , 60612",41.877247,-87.668439,2026-02-03T08:59:28.294085
707,Teamsters LU No 707,Hempstead,NY,11550,(516) 560-8509,kmccaffrey@ibt707.com,https//:www.ibt707.com,Kevin McCaffrey,President,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Warehouse Division","14 Front Street Hempstead NY , 11550",40.703823,-73.63694,2026-02-03T08:59:28.294087
710,Teamsters LU No 710,Mokena,IL,60448,(773) 254-3200,,https://www.teamsters710.com,Mike Cales,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","9000 W. 187th Street Mokena IL , 60448",41.551333,-87.836204,2026-02-03T08:59:28.294090
722,Teamsters LU No 722,La Salle,IL,61301,(815) 224-2670,local722@comcast.net,https://www.teamsters722.org,Shawn Dowd,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","344 Civic Road La Salle IL , 61301",41.367678,-89.097634,2026-02-03T08:59:28.294092
727,Teamsters LU No 727,Park Ridge,IL,60068,(847) 696-7500,,https://www.teamsterslocal727.org,"John Coli, Jr.",Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","1300 W. Higgins, #111 Park Ridge IL , 60068",41.987439,-87.842721,2026-02-03T08:59:28.294094
728,Teamsters LU No 728,Atlanta,GA,30315,(404) 622-0521,,https://www.teamsterslocal728.org,Matthew Higdon,President,"Brewery, Bakery, & Soft Drink, Food Processing Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","2540 Lakewood Av.S.W. Atlanta GA , 30315",33.694926,-84.402202,2026-02-03T08:59:28.294098
730,Teamsters LU No 730,Washington,DC,20018,(202) 529-3434,,,,,"Brewery, Bakery, & Soft Drink, Public Services and Health Care Division, Warehouse Division","2001 Rhode Isl Ave NE Washington DC , 20018",38.93056,-76.977953,2026-02-03T08:59:28.294100
731,Teamsters LU No 731,Burr Ridge,IL,60527,(630) 887-4100,,https://www.teamsters731.org,John Lisner,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","1000 Burr Rdg Pkwy,300 Burr Ridge IL , 60527",41.75457,-87.910343,2026-02-03T08:59:28.294102
734,Teamsters LU No 734,Chicago,IL,60631-1360,(773) 594-2820,,https://www.bakerydrivers-local734.com,Scott C. Kunz,President,,"6643 N. NW Highway Chicago IL , 60631-1360",42.002126,-87.814524,2026-02-03T08:59:28.294105
743,Teamsters LU No 743,Chicago,IL,60632,(773) 254-7460,,https://www.teamsterslocal743.com,Debra Simmon-Peterson,President,"Building Material and Construction Trade Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","4620 South Tripp Chicago IL , 60632",41.809087,-87.7302,2026-02-03T08:59:28.294107
745,Teamsters LU No 745,Dallas,TX,75217,(214) 398-0661,,https://www.teamsterslocal745.org,Brent Taylor,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Rail Conference, Tankhaul Division, Warehouse Division","1007 Jonelle Street Dallas TX , 75217",32.729183,-96.709155,2026-02-03T08:59:28.294109
760,Teamsters LU No 760,Yakima,WA,98902,(509) 452-7194,union@teamsters760.org,https://www.teamsters760.org,Richard A. Salinas,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Warehouse Division","1211 W. Lincoln Ave Yakima WA , 98902",46.603693,-120.522798,2026-02-03T08:59:28.294111
763,Teamsters LU No 763,Tukwila,WA,98168,(206) 441-0763,,https://www.teamsters763.org,Chad L. Baker,Secretary-Treasurer,"Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","14675 Interurban S305 Tukwila WA , 98168",47.471817,-122.255166,2026-02-03T08:59:28.294113
764,Teamsters LU No 764,Milton,PA,17847,(570) 742-9667,tysees@teamsters764.com,https://www.teamsters764.com,Ty C. Sees,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Warehouse Division","450 Beaver Street Milton PA , 17847",41.010894,-76.84709,2026-02-03T08:59:28.294115
767,Teamsters LU No 767,Forest Hill,TX,76119,(817) 429-9863,,https://www.teamsterslocal767.com,David A. Reeves,President,Package Division,"6109 Anglin Drive Forest Hill TX , 76119",32.668162,-97.25092,2026-02-03T08:59:28.294119
769,Teamsters LU No 769,North Miami,FL,33161,(305) 642-6255,office@teamsterslocal769.org,https://www.teamsterslocal769.org,Joshua Zivalich,President,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","12365 West Dixie Hwy North Miami FL , 33161",25.888905,-80.188372,2026-02-03T08:59:28.294122
771,Teamsters LU No 771,Lancaster,PA,17602,(717) 397-8267,trwatsonibt771@comcast.net,,Adam L. Crossen,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","1025 North Duke St. Lancaster PA , 17602",40.053303,-76.306206,2026-02-03T08:59:28.294124
773,Teamsters LU No 773,Whitehall,PA,18052,(610) 434-4451,dhower@teamster773.org,,Dennis C. Hower,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","3614 Lehigh Street, Suite A Whitehall PA , 18052",40.655375,-75.494354,2026-02-03T08:59:28.294126
776,Teamsters LU No 776,Camp Hill,PA,17011-5214,(717) 233-8766,team776@comcast.net,https://www.teamsterslocal776.com,Edgar H. Thompson,President,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","510 S. 31st Street Camp Hill PA , 17011-5214",40.288361,-76.892771,2026-02-03T08:59:28.294128
777,Teamsters LU No 777,Lyons,IL,60534,(708) 777-1081,info@teamsters777.org,https://www.teamsters777.org,James T. Glimco,President,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","7827 Ogden Avenue Lyons IL , 60534",41.819781,-87.816741,2026-02-03T08:59:28.294130
781,Teamsters LU No 781,Elmhurst,IL,60126,(847) 298-9999,team781@msn.com,https://www.teamsters781.org,Paul J. Stripling,President,"Airline Division, Convention, Trade Show & Casino Division, Food Processing Division, Industrial Trades Division, Passenger Transportation, Tankhaul Division, Warehouse Division","747 Church Rd, Bldg D Elmhurst IL , 60126",41.921964,-87.952434,2026-02-03T08:59:28.294133
783,Teamsters LU No 783,Louisville,KY,40228,(502) 231-9596,teamsters@ibt783.org,,Justin Scharrer,President,"Airline Division, Brewery, Bakery, & Soft Drink, Food Processing Division, Industrial Trades Division, Public Services and Health Care Division, Solid Waste and Recycling Division","7711 Beulah Church Rd Louisville KY , 40228",38.134131,-85.611455,2026-02-03T08:59:28.294135
786,Teamsters LU No 786,Chicago,IL,60607,(312) 666-2750,,https://www.teamsterslocal786.org/,Eddie Rizzo,President,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Industrial Trades Division, Solid Waste and Recycling Division, Warehouse Division","300 S Ashland Ave, #501 Chicago IL , 60607",41.876685,-87.667757,2026-02-03T08:59:28.294137
792,Teamsters LU No 792,Minneapolis,MN,55414,(612) 331-9194,,https://www.teamsterslocal792.org,Kristopher Knight,Secretary-Treasurer,,"3001 Univ Ave S E Minneapolis MN , 55414",44.979513,-93.227354,2026-02-03T08:59:28.294139
795,Teamsters LU No 795,Wichita,KS,67210,(316) 683-2651,local795@sbcglobal.net,,Jesse Castillo,President,"Brewery, Bakery, & Soft Drink, Food Processing Division, Freight Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","4921 Cessna Drive Wichita KS , 67210",37.648367,-97.279317,2026-02-03T08:59:28.294143
802,Teamsters LU No 802,Deer Park,NY,11729,(516) 378-2110,localno802@aol.com,,James Shanno,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Warehouse Division","2070 Deer Park Avenue Deer Park NY , 11729",40.657457,-73.606915,2026-02-03T08:59:28.294145
804,Teamsters LU No 804,Port Washington,NY,11050,(718) 786-5700,executiveboard@teamsterslocal804.org,https://www.teamsterslocal804.org,Vincent Perrone,President,Package Division,"44 S. Bayles Avenue Suite 300 Port Washington NY , 11050",40.735197,-73.938532,2026-02-03T08:59:28.294147
808,Teamsters LU No 808,Chappaqua,NY,10514,(914) 458-5228,,,Chris Silvera,Secretary-Treasurer,"Building Material and Construction Trade Division, Public Services and Health Care Division, Tankhaul Division","9 Hunts Lane Chappaqua NY , 10514",40.742198,-73.955674,2026-02-03T08:59:28.294149
810,Teamsters LU No 810,Long Island City,NY,11101,(212) 691-4100,local810ibt@gmail.com,https://www.local810.org,Michael C. Smith,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","45-06 Pearson Street 2nd Floor Long Island City NY , 11101",40.756179,-73.936245,2026-02-03T08:59:28.294152
812,Teamsters LU No 812,Great Neck,NY,11021,(516) 303-1455,lorraine@local812.org,https://www.teamsterslocal812.com,Joseph G. Vitta,President,"Brewery, Bakery, & Soft Drink, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division","445 Northern Blvd,#30 Great Neck NY , 11021",40.779706,-73.72255,2026-02-03T08:59:28.294155
813,Teamsters LU No 813,Long Island City,NY,11101,(718) 937-7010,local813@teamsters813.org,https://www.teamsters813.org,Daniel L. Wright,President,"Building Material and Construction Trade Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","48-18 Van Dam St Suite 201 Long Island City NY , 11101",40.74051,-73.934621,2026-02-03T08:59:28.294160
814,Teamsters LU No 814,Brooklyn,NY,11201,(718) 609-6407,,https://www.ibt814.com,Walter Taylor,President,,"195 Montague Street, 3rd Fl Brooklyn NY , 11201",40.694119,-73.991394,2026-02-03T08:59:28.294162
817,Teamsters LU No 817,Great Neck,NY,11021,(516) 365-3470,,,Thomas J. O'Donnell,President,,"817 Old Cuttermill Rd Great Neck NY , 11021",40.780546,-73.734484,2026-02-03T08:59:28.294164
822,Teamsters LU No 822,Norfolk,VA,23502,(757) 461-7172,teamsters822@gmail.com,https://www.teamsters822.org,James A. Wright,President,"Brewery, Bakery, & Soft Drink, Food Processing Division, Freight Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","5718 Bartee Street Norfolk VA , 23502",36.847088,-76.208997,2026-02-03T08:59:28.294166
823,Teamsters LU No 823,Joplin,MO,64801,(417) 623-0640,local823@sbcglobal.net,,Shawn Lashmet,President,"Brewery, Bakery, & Soft Drink, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Tankhaul Division, Warehouse Division","1601 S Maiden Lane Joplin MO , 64801",37.206219,-94.335453,2026-02-03T08:59:28.294169
830,Teamsters LU No 830,Philadelphia,PA,19154,(215) 671-9850,dgrace@team830.org,https://www.team830.org,Daniel H. Grace,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","12298 Townsend Road Philadelphia PA , 19154",40.103639,-74.984354,2026-02-03T08:59:28.294172
831,Teamsters LU No 831,New York,NY,10038,(212) 964-8900,,,Dennis J. Schock,President,,"25 Cliff Street New York NY , 10038",40.70828,-74.005316,2026-02-03T08:59:28.294174
833,Teamsters LU No 833,Jefferson City,MO,65109,(573) 635-7133,teamsters833@earthlink.net,,Matthew Hall,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Package Division, Passenger Transportation, Solid Waste and Recycling Division","3628 W Truman Blvd, Suite B Jefferson City MO , 65109",38.590455,-92.25375,2026-02-03T08:59:28.294177
838,Teamsters LU No 838,Kansas City,MO,64131,(816) 924-3460,local838@yahoo.com,https://www.teamsters838.org,Alexander Waschneck,President,"Brewery, Bakery, & Soft Drink, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","1300 E 104th Street Suite 250 Kansas City MO , 64131",39.043016,-94.52465,2026-02-03T08:59:28.294179
839,Teamsters LU No 839,Pasco,WA,99301,(509) 547-7513,team839_rshjerven@msn.com,https://www.teamsters839.org,Russell Shjerven,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","1103 W. Sylvester St. Pasco WA , 99301",46.234328,-119.105254,2026-02-03T08:59:28.294182
